keywords,year,_description,_title,_artists,_material,_dimensions,_inventory_number,_realyear,id
"Landskap,svensk,man",1880,"Flera av de svenska Frankrikeresenärerna sökte sig till Normandie. Blåsten, skyarna och tidvattnet bjöd ständigt på nya måleritekniska utmaningar. I sin strävan att uppnå en realism målade man gärna torrlagda, tångskräpiga havsstränder – som för att distansera sig från det som kunde uppfattas som vackert. I kustbilderna skildrar konstnärerna utöver själva landskapet ofta arbetet med att plocka musslor. Detta var både slitsamt och riskfyllt och utfördes ofta av kvinnor och barn.","Kustlandskap från Honfleur","Richard Bergh","Olja på duk","Mått 38 x 53 cm","NM 6794",1881,23843
",svensk,man",1880,,Spetsknypplerskan,"Georg Pauli","Olj apå duk","Mått 55 x 46 cm","NM 6796",1885,23845
"Religion/Mytologi,italiensk,man,italiensk,italiensk,man",1600,"Se beskrivning i engelska versionen","St Martin och tiggaren","Michelangelo Cerquozzi (Attribuerad till), Okänd (Tidigare attribution), Michelangelo Cerquozzi (Tidigare attribution)","Olja på duk","Mått 25 x 20 cm","NM 68",1600,19062
"Porträtt,svensk,man",1760,,"Porträtt av en kavaljer","Alexander Roslin","Olja på duk","Mått 65 x 53,5 cm","NM 6805",1766,23854
"Landskap,svensk,man",1880,"Ett snabbgående tåg skär genom det stillsamma landskapet. Motivet är en sinnebild för 1800-talet som en omtumlande tid där allt står och väger mellan gammalt och nytt. Järnvägen band samman stad och land, öppnade nya perspektiv och möjligheter. Men samtidigt som järnvägen stimulerade utveckling och sammanhållning kom den också att belysa skillnaderna inom den framväxande moderna nationen. Turistande stadsbor åkte till landet för att finna det annorlunda och omoderna. Karl Nordström var en av de svenskar som tog tåget till konstnärskolonin i Grez-sur-Loing.",Grez-sur-Loing,"Karl Nordström","Olja på duk
","Mått 95 x 145 cm","NM 6809",1885,23858
"Porträtt,svensk,man",1880,"Det elektriska kvällsljuset på de stora boulevarderna i Paris fascinerade Zorn. Med sin virtuosa teknik skildrade han hur ljuset reflekteras i omnibussens immiga fönster och sprids över passagerarnas ansikten och kroppar. Huvudfiguren i bilden är den unga kvinnan med den fyrkantiga hattasken. Bakom henne skymtar en prostituerad kvinna. Båda representanter för den moderna staden med dess kommersiella lockelser och faror.","Omnibus I","Anders Zorn","Olja på duk","Mått 99,5 x 66 cm","NM 6810",1888,23859
"Djur,svensk,man",1880,"I Bruno Liljefors målning Nötskrika möter man för en sekund fågelns blick innan den ska lyfta och följa sin vän i flykt över fältet. Det är ett fruset ögonblick. Precis som i ett naturfotografi med fokus inställt på fågeln är bakgrunden lite diffus och skissartad. Den vackra nästan dekorativa kvisten som fågeln sitter på är placerad till vänster i bild, inte centralt i mitten. Kompositionen, bildens sammansättning, är asymmetrisk med en stark kontrast mellan förgrund och bakgrund.  Den spännande och lite ovanliga kompositionen i Nötskrikan har Liljefors hämtat inspiration till från japanska trätryck. De karaktäriseras av djärva bildutsnitt, ytmässighet och stilisering. Men Liljefors blev aldrig lika dekorativ och stiliserande i sitt måleri som japanerna. Istället skapade han en sammansmältning av japanskt perspektiv och komposition och sin egen realism.",Nötskrikor,"Bruno Liljefors","Olja på duk","Mått 51 x 66 cm","NM 6811",1886,23860
"Stadsbild,svensk,man",1900,,"Vintermotiv från Helsingfors","Louis Sparre","Olja på duk","Mått 82 x 66 cm","NM 6819",1907,23868
"Landskap,svensk,man",1920,"Gustaf Fjaestad var i synnerhet vinterns målare, men i denna målning har han fångat det regn som faller om våren, när snön och isen smält undan och vitsipporna just slagit ut. Fjaestad kombinerade sitt stora intresse för friluftsliv med sitt måleri. Nästan samtliga motiv i hans konstnärskap är hämtade från naturen runt sjön Racken i Värmland. Dit flyttade han 1898 med sin hustru, konstnären Maja Fjaestad.",Vårregn,"Gustaf Fjæstad","Olja på pannå","Mått 77 x 126,5 cm","NM 6821",1929,23870
"Landskap,svensk,man",1880,,"Håstensberget vid Varberg II","Nils Kreuger","Olja på duk","Mått 77 x 117 cm","NM 6823",1896,23872
"Landskap,fransk,man",1680,,"Klassiskt landskap med ruiner och skördearbetare","Antoine Pierre Patel","Olja på duk","Mått 88 x 116 cm","NM 6832",1698,23881
"Porträtt,svensk,man",1820,,"Grosshandlare Carl Henric Cantzler","Carl Wilhelm Nordgren","Olja på duk","Mått 77,5 x 65,5 cm","NM 6833",1839,23882
"Porträtt,svensk,man",1820,,"Sofia Magdalena Cantzler","Carl Wilhelm Nordgren","Olja på duk","Mått 78 x 65,5 cm","NM 6834",1839,23883
"Porträtt,holländsk,man",1620,"Matthias Stom var en bland många holländska konstnärer som for till Rom i början på 1600-talet. Där tog de starka intryck av Caravaggios ljusdunkelmåleri. De skildrade gärna nattscener där realistiskt avbildade figurer modelleras fram med hjälp av artificiella ljuskällor. Stoms målning visar en ung man som läser i skenet från ett vaxljus. Hans koncentration ger en bild av dåtidens idéer om flit och dygd. Målningen var avsedd att ge såväl en skönhetsupplevelse som ett tillfälle till begrundan.","Ung man läsande vid vaxljus","Matthias Stom","Olja på duk","Mått 58,5 x 73,5 cm","NM 6838",1628,23887
"Barn,svensk,man",1880,,"Prinsessan. Del av diptyken Prinsessan och vallpojken","Carl Larsson","Olja på duk. Del av diptyk med skulpterad och förgylld trärelief och svart tillhörande ram med tunn blomsterornamentik inpräglad i träet.

","Mått 137 x 43 cm","NM 6840a",1897,23889
"Barn,svensk,man",1880,,"Vallpojken. Del av diptyken Prinsessan och vallpojken","Carl Larsson","Olja på duk. Del av diptyk med skulpterad och förgylld trärelief och svart tillhörande ram med tunn blomsterornamentik inpräglad i träet.","Mått 137 x 43 cm","NM 6840b",1897,36656
"Stilleben,holländsk,man",1620,"Målningen är en allegori över livets förgänglighet. Här avbildas en rad föremål som symboliserar tidens flykt och fåfängan i all mänsklig ambition. Som metaforer med moraliskt och religiöst innehåll uppmanar de betraktaren att iaktta måtta i världsliga ting och sinnliga njutningar. I sin gestaltning av föremålen briljerar konstnären samtidigt med sin skicklighet att efterlikna verkligheten – hans målade rosor sprider visserligen ingen förförisk väldoft, men de kommer heller aldrig att vissna och dö.","Vanitasstilleben med dödsskalle, bok och rosor","Jan Davidsz. de Heem","Olja på ek","Mått 23,2 x 34,6 cm","NM 6842",1628,23891
",man",1600,"Se även beskrivning i den engelska versionen","Horatiernas intåg i Rom","Adrian van Stalbemt","Olja på ek","Mått 67 x 109 cm","NM 6844",1607,23893
"Stadsbild,svensk,man",1780,,"Interiör av en kopparhytta med sulusmältning i Falun","Pehr Hilleström d.ä.","Olja på duk","Mått 55 x 45 cm","NM 6850",1781,23899
"Stadsbild,svensk,man",1860,,"Holländsk stadsbild i månsken","Joseph Magnus Stäck","Olja på duk","Mått 37 x 49 cm","NM 6855",1867,23904
"Stilleben,norsk,man",1880,,"Gula rosor","Frants Diderik Böe","Olja på duk","Mått 27 x 42 cm","NM 6856",1885,23905
"Landskap,dansk,man",1900,,"Strandparti med konstnärens vagn och tält på Enö","Laurits Andersen Ring","Olja på duk","Mått 40 x 61 cm","NM 6859",1913,23908
"Barn,svensk,man",1880,"Napp är den av Carl Larssons oljemålningar från 1880-talet där penselföringen ligger närmast den i hans akvareller. Målningen är ett exempel på att den fantasifulla rokokopastischen och friluftsmåleriets naturtrohet inte uteslöt varandra. Man bör betrakta Carl Larssons bilder inom den här genren mot bakgrund av den vurm han kände inför 1700-talet och det stora arbete med illustrationer till Anna Maria Lenngrens Samlade skaldeförsök som han utförde i Grez på uppdrag av Albert Bonnier 1883–84.",Napp,"Carl Larsson","Olja på trä","Mått 32,5 x 41 cm","NM 6861",1885,23910
"Landskap,svensk,man",1860,,Insjölandskap,"Kung Karl XV","Olja på duk","Mått 120 x 165 cm","NM 6865",1869,23914
"Barn,svensk,man",1840,"Carl Peter Mazér var en egenartad porträttmålare. Han har lyckats fånga det märkliga psykologiska samspelet mellan systrarna Sigrid och Anna. Till den uttrycksfulla karaktären bidrar naiviteten och färgställningen. På 1830-talet emigrerade Mazér till Ryssland. Han reste runt i landet och tecknade folkliv och miljöer. Han var även verksam som fotograf.","Brorsdöttrarna Sigrid och Anna Mazér","Carl Peter Mazér","Olja på duk","Mått 75 x 60 cm","NM 6867",1858,23916
"Scen,holländsk,man",1680,,Ostronfrukost,"Johannes Voorhout d.ä.","Olja på duk","Mått 83 x 66 cm","NM 687",1680,17690
"Landskap,flamländsk,man",1620,"Josef, Maria och Jesusbarnet är på flykt. De vilar, omgivna av musicerande änglar. I bakgrunden syns ett herdelandskap med antika ruiner, skogsklädda sluttningar och branta stup. Teniers hade inspirerats av vad han sett i Roms omgivningar, ett öde landskap med ruiner, som fungerar som fond till handlingen. Den figurrika förgrunden förmedlar glädjens budskap – den Heliga familjen lyckade flykt undan kung Herodes barnamord i Betlehem.","Landskap med flykten till Egypten","David Teniers d.ä.","Olja på ekpannå","Mått 139,4 x 152 cm","NM 6870",1620,23919
"Porträtt,svensk,man",1760,"Alexander Roslin föddes i Sverige, men var mest verksam i Paris. Hans skicklighet och goda rykte tog honom tillbaka till Stockholm och S:t Petersburg och uppdrag för hoven där. Den moldaviska prinsessan Zoie Ghika levde i landsflykt i Ryssland, och Roslin verkar ha valt att porträttera henne ovanligt naturligt, utan de håruppsättningar och det smink man annars förknippar med 1700-talet.","Zoie Ghika, moldavisk prinsessa","Alexander Roslin","Olja på duk","Mått 64,7 x 53 cm","NM 6872",1777,23921
"Djur,svensk,man",1880,,"Fyra fågelstudier: Törnskata, Kornknarr, Bofinkar, Lövsångare.","Bruno Liljefors","En studie olja på trä, övriga olja på duk",,"NM 6873",1887,23922
"Djur,svensk,man",1880,,Törnskateungar,"Bruno Liljefors","Olja på duk","Mått 60,5 x 46 cm","NM 6874",1887,23923
",svensk,man",1880,"I den här interiören från ett bryggeri ser vi kvinnliga arbetare som tappar öl på flaska och försluter flaskorna med kork. I bakgrunden syns en förman som övervakar arbetet. Att kvinnor arbetade i industrin var något nytt i en tid då Sverige började industrialiseras. Arbetet kunde vara ett tungt och ohälsosamt, men Zorns målning ska knappast uppfattas som samhällskritik. Han tycks framför allt ha varit intresserad av att fånga ljuset, den fuktiga luften och det koncentrerade arbetet","Lilla bryggeriet","Anders Zorn","Olja på duk","Mått 47,5 x 78 cm","NM 6875",1890,23924
"Landskap,svensk,kvinna",1920,,"Havsstrand, Halland","Esther Kjerner","Olja på duk","Mått 24 x 33,5 cm","NM 6876",1933,23925
"Landskap,svensk,man",1880,"Den här målningens tillkomsthistoria har Strindberg beskrivit i essän Nya konstriktningar! eller Slumpen i det konstnärliga skapandet. Här berättar han om hur han först tänkt måla ”en beskuggad skogsinteriör, varifrån man ser havet i solnedgången”. Efter att ha målat en stund märker han att han inte kan se något hav, utan i stället, i det ljusa mittpartiet ”ett oändligt perspektiv av rosa och blåaktigt ljus, där luftiga, okroppsliga, obestämbara väsen svävar omkring som féer med släp av skyar”. Han noterar att skogen blivit en grotta och att förgrunden ser ut som klippor täckta av lavar. Strindberg arbetar här enligt ett slags slumpmetod; målningen skapas i ett växelspel mellan medveten strävan efter att åstadkomma ett visst motiv och de avvikelser från motivet målaren upptäcker under arbetets gång.",Underlandet,"August Strindberg","Olja på papp","Mått 72,5 x 52 cm","NM 6877",1894,23926
"Religion/Mytologi,holländsk,man",1620,"I Gamla Testamentet berättas att Gud sände sin profet till Betel för att fördöma folkets avgudadyrkan. Hans lydnad prövas när en gammal profet bjuder in honom till en måltid. Trots att han varnats för umgänge med avgudadyrkarna ger han efter för frestelsen. Här skildras det dramatiska ögonblicket då den gamle profeten, som Guds redskap, tillkännager sitt dubbelspel och dömer sin broder till döden.","Den ohörsamme profeten","Lambert Jacobsz.","Olja på duk","Mått 107 x 136 cm","NM 6880",1620,23929
",svensk,man",1900,,"Gustav Vasas intåg i Stockholm 1523","Carl Larsson","Olja på duk","Mått 700 x 1400 cm","NM 6886",1908,23935
"Stilleben,flamländsk,man",1600,"Denna målning, med sina djurskelett och dödskallar, blandade med levande djur och insekter skulle kunna tolkas en påminnelse om alltings ändlighet. Titeln antyder detta – kom ihåg att du är dödlig. Sådan symbolik var vanlig och skulle mana till eftertanke och varna för syndfullt leverne. Konstnären Savery hade en tid varit hovmålare hos kejsar Rudolf II i Prag. Målningen kom troligen till vid kejsarens hov där intresset för natur och zoologi var stort.","Memento mori","Roelant Savery","Olja på ek","Mått 20,3 x 23,5 cm","NM 6936",1608,29167
"Stilleben,fransk,kvinna",1760,"Mot en mörk bakgrund har en skål av glas, ett bröd, en korg med persikor och ett knippe pepparrot arrangerats på en sprucken marmorskiva. Den raffinerade enkelheten i bilden är typisk för Anne Vallayer-Coster– en av det franska 1700-talets mest framgångsrika kvinnliga konstnärer. Hennes bildvärld hade en viktig utgångspunkt i Chardins stillebenmåleri som dominerade århundradets första hälft. Men Vallayer-Coster utvecklade en egen stil med en friare penselföring och en mer nyansrik färgskala.","Stilleben med brioche, frukt och grönsaker","Anne Vallayer-Coster","Olja på duk","Mått 45,5 x 55 cm","NM 6937",1775,29168
",holländsk,man",1640,,"Hamn med antika ruiner","Jan Baptist Weenix","Olja på duk","Mått 102 x 82 cm","NM 694",1648,17697
"Religion/Mytologi,svensk,man",1780,,"Amors tillbedjan","Alexander Roslin","Olja på duk","Mått 80 x 65 cm","NM 6940",1787,29331
"Porträtt,svensk,man",1740,"Pendangen till kvinnoporträttet i rosa visar troligen den något äldre maken, vars identitet också är okänd. Porträttet excellerar i samma klädprakt med silverbroderad rock och väst samt spetsmanschetter, men visar en karaktär som är långt mer flegmatisk än den unga hustruns. Måleriet i framställningen av mannen har klarat sig bättre än i kvinnoporträttet, som genom äldre hårdhänt konservering har förlorat relief och tunna lasurer.","Okänd man, kallad baron de Neubourg-Cromière","Alexander Roslin","Olja på duk","Mått 92 x 72 cm","NM 6941",1756,29648
"Landskap,norsk,kvinna",1880,,Fjordlandskap,"Sofie Werenskiold","Olja på pannå","Mått 27 x 40,5 cm","NM 6944",1882,31080
"Porträtt,holländsk,man",1620,,"Porträtt av familj med Johannes döparen","Johannes Mijtens","Olja på duk","Mått 78 x 112 cm","NM 6950",1639,31937
"Landskap,svensk,man",1840,,"Utsikt från Frascati","Gustaf Wilhelm Palm","Olja på preparerat papper","Mått 39 x 61 cm","NM 6951",1848,31987
"Porträtt,svensk,man",1780,,"Konsul F.L. Giers med familj","Benjamin Patersen","Olja på duk","Mått 95 x 79 cm","NM 6953",1790,32070
"Stilleben,holländsk,man",1660,"Daggdroppar och insekter ger intryck av att buketten är nyplockad. Motivet speglar Hollands rika handel med blomsterlökar. Apelsinen syftar på nationens ledare Vilhelm av Oranien. Den blåvita skålen kan vara importerat kinesiskt porslin eller fajans från Delft. I tolkningar av 1600-talets stilleben ses ostron och frukter ofta som symboler för fruktbarhet, medan sädesax och fjärilar tänks stå för evigt liv och återuppståndelse.","Blomsterstilleben med fruktskål och ostron","Jan Davidsz. de Heem","Olja på duk","Mått 72,8 x 67,8 cm","NM 6958",1665,32082
